u1
104,328
100,299
103,264
126,265
147,225
173,219
146,245
138,263
110,262
99,233
72,224
62,191
31,183
30,152
63,146
46,146
25,173
59,188
109,187
141,187
143,148
110,138
97,101
101,85
79,105
47,104
26,91
56,65
35,71
30,96
55,101
100,110
119,140
166,158
190,151
227,139
238,110
270,104
292,105
308,68
274,59
302,89
265,92
238,120
202,151
192,178
234,188
265,182
282,194
269,226
277,259
308,267
273,255
251,222
231,247
211,262
229,275
231,292
225,323
