u4
107,319
105,291
110,272
108,252
95,225
67,194
35,178
32,154
61,141
33,148
26,179
57,188
102,188
136,187
150,170
153,144
107,134
105,106
101,68
112,41
124,23
107,35
108,65
94,100
52,104
31,94
47,67
72,63
46,66
27,78
59,101
99,102
105,59
134,18
145,29
146,57
156,91
181,97
195,32
225,20
226,59
231,94
264,107
297,108
307,80
280,58
312,67
296,96
264,98
237,105
211,142
191,168
232,181
272,196
258,215
230,251
229,293
233,320
