u3
103,317
98,302
107,269
100,238
76,222
66,242
58,267
65,228
60,197
39,189
23,166
39,197
83,194
125,190
139,178
157,150
106,145
97,120
130,152
137,177
85,189
59,188
28,184
31,158
64,150
48,148
36,163
65,186
117,188
141,162
95,131
63,109
33,103
28,82
60,68
33,73
55,107
101,119
150,144
198,146
226,134
191,145
182,173
213,188
186,152
234,118
264,90
304,94
307,66
276,55
309,67
288,99
239,108
222,142
194,174
231,183
259,182
266,216
232,232
219,269
227,302
230,322
