u2
145,271
110,266
116,257
95,227
73,244
68,199
29,183
30,146
62,144
45,179
90,180
132,175
145,153
132,154
110,137
98,105
90,101
105,96
95,94
75,100
50,107
25,77
59,60
30,92
83,100
138,143
181,143
248,106
306,74
276,65
294,66
304,77
307,90
279,106
238,95
229,129
196,153
202,181
259,187
270,221
265,251
301,249
304,230
310,238
303,264
276,264
253,228
229,253
206,268
227,289
232,317
